Event	ID	Name			Wwise Object Path	Notes
	37469952	Play_Jellies_Roam_Stone			\Default Work Unit\Jellies\Play_Jellies_Roam_Stone	
	98439365	Play_Player_Footsteps			\Default Work Unit\Player\Play_Player_Footsteps	
	403792184	Play_Jellies_Pet			\Default Work Unit\Jellies\Play_Jellies_Pet	
	659570891	Play_UI_Pause_OpenMenu			\Default Work Unit\UI\Play_UI_Pause_OpenMenu	
	1113491808	Play_Pickup_IslandBlocks			\Default Work Unit\Player\Play_Pickup_IslandBlocks	
	1158385986	Play_UI__CraftingMenu_ClosingCraftingSystem_01			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_ClosingCraftingSystem_01	
	1376999814	Play_PickupItem_Berries			\Default Work Unit\Player\Play_PickupItem_Berries	
	1406322581	Play_Jellies_Roam_Grass			\Default Work Unit\Jellies\Play_Jellies_Roam_Grass	
	1488088378	Play_UI__CraftingMenu_CraftCantDone_01			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_CraftCantDone_01	
	1572933919	Play_UI_Pause_CloseMenu			\Default Work Unit\UI\Play_UI_Pause_CloseMenu	
	1848836357	Play_UI__CraftingMenu_ListOfItems_01			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_ListOfItems_01	
	2013194162	Play_UI__CraftingMenu_Upgrade_01			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_Upgrade_01	
	2015355878	Play_Jellies_Roam_Wood			\Default Work Unit\Jellies\Play_Jellies_Roam_Wood	
	2264789132	Play_Campfire_Extinguish			\Default Work Unit\Env\Play_Campfire_Extinguish	
	2405070987	Play_Jelly_Eating			\Default Work Unit\Jellies\Play_Jelly_Eating	
	2406796967	Play_UI__CraftingMenu_LeftClickIcon_02			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_LeftClickIcon_02	
	2451341124	Play_Env_Drone_AllSounds			\Default Work Unit\Env\Play_Env_Drone_AllSounds	
	2540695190	Play_UI_Pause_InMenuSounds			\Default Work Unit\UI\Play_UI_Pause_InMenuSounds	
	2584199242	Play_UI__CraftingMenu_RightClickIcon_02			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_RightClickIcon_02	
	2922412317	Play_Env_Block_Sound			\Default Work Unit\Env\Play_Env_Block_Sound	
	2962648104	Play_UI__CraftingMenu_OpeningUpCraftingSystem_01			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_OpeningUpCraftingSystem_01	
	2978452144	Play_UseItem_Block			\Default Work Unit\Player\Play_UseItem_Block	
	3079436876	Play_UI__CraftingMenu_Craft_01			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_Craft_01	
	3170528434	Play_UI__CraftingMenu_Sorting_01			\Default Work Unit\UI\Crafting UI\Play_UI__CraftingMenu_Sorting_01	
	3487040007	Play_IslandHeart_LevelUp			\Default Work Unit\Env\Play_IslandHeart_LevelUp	
	3822484859	Play_Jellydue_Pickup			\Default Work Unit\Jellies\Play_Jellydue_Pickup	
	3878502195	Stop_Campfire			\Default Work Unit\Env\Stop_Campfire	
	4000411161	Play_Campfire			\Default Work Unit\Env\Play_Campfire	
	4190538351	Play_UI_Pause_TabSounds			\Default Work Unit\UI\Play_UI_Pause_TabSounds	

Switch Group	ID	Name			Wwise Object Path	Notes
	3865314626	Material			\Default Work Unit\Material	
	4247838896	ItemType			\Default Work Unit\ItemType	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Material			
	1216965916	Stone	Material			
	2058049674	Wood	Material			
	2195636714	Dirt	Material			
	4248645337	Grass	Material			
	2065309022	BlockGrass	ItemType			
	2903927127	BlockStone	ItemType			
	3465160839	BlockBroken	ItemType			
	3915253415	BlockWood	ItemType			

State Group	ID	Name			Wwise Object Path	Notes
	1043523140	FireState			\Default Work Unit\FireState	
	4091656514	GameState			\Default Work Unit\GameState	

State	ID	Name	State Group			Notes
	205898616	FireOff	FireState			
	307829538	FireOn	FireState			
	748895195	None	FireState			
	748895195	None	GameState			
	2219001485	Game_On	GameState			
	2772308904	Game_Pause	GameState			

Custom State	ID	Name	State Group	Owner		Notes
	900628022	FireOff	FireState	\Actor-Mixer Hierarchy\Env\Enviroment\Env--General-Campfire_01		

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	137681786	Jellies--General--Eating--chomp_2	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General--Eating--chomp_2_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Eating\Jellies--General--Eating--chomp_2		384064
	139991288	UI--Pause-CloseMenu_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\UI--Pause-CloseMenu_01_10C4C929.wem		\Actor-Mixer Hierarchy\UI\UI--Pause-CloseMenu_01		38208
	148459336	UI--CraftingMenu-Craft_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\UI--CraftingMenu-Craft_01_5D04C062.wem		\Actor-Mixer Hierarchy\UI\Crafting UI\UI--CraftingMenu-Craft_01		84476
	156418739	Player--UseItem-BlockGrass_05	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--UseItem-BlockGrass_05_10C4C929.wem		\Actor-Mixer Hierarchy\Player\UseItem\Block\BlockGrass\Player--UseItem-BlockGrass_05		111792
	163140263	Player--Footstep-Dirt_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Dirt_02_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Dirt\Player--Footstep-Dirt_02		176544
	166886885	Player--Footstep-Grass_04	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Grass_04_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Grass\Player--Footstep-Grass_04		176544
	183949493	Player--Footstep-Sand_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Sand_02_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Sand\Player--Footstep-Sand_02		161844
	185770309	Player--Footstep-Dirt_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Dirt_01_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Dirt\Player--Footstep-Dirt_01		176544
	190429514	UI--CraftingMenu-LeftClickIcon_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\UI--CraftingMenu-LeftClickIcon_02_E2338DEB.wem		\Actor-Mixer Hierarchy\UI\Crafting UI\UI--CraftingMenu-LeftClickIcon_02		18380
	194509088	UI--CraftingMenu-Sorting_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\UI--CraftingMenu-Sorting_01_1D561259.wem		\Actor-Mixer Hierarchy\UI\Crafting UI\UI--CraftingMenu-Sorting_01		73084
	222977208	Env--General-CampfireExtinguish_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Env--General-CampfireExtinguish_01_10C4C929.wem		\Actor-Mixer Hierarchy\Env\Enviroment\Env--General-CampfireExtinguish_01		330896
	227030784	Player--PickingBerries-FoleywSound_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--PickingBerries-FoleywSound_02_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PickUpItem\Berries\Player--PickingBerries-FoleywSound_02		252148
	229031904	UI--CraftingMenu-ClosingCraftingSystem_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\UI--CraftingMenu-ClosingCraftingSystem_01_7BF22FB3.wem		\Actor-Mixer Hierarchy\UI\Crafting UI\UI--CraftingMenu-ClosingCraftingSystem_01		115148
	252772455	Jellies--General-Pick_up_sound_V3	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General-Pick_up_sound_V3_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Jellydue Pickup\Jellies--General-Pick_up_sound_V3		288064
	254692847	Player--Footstep-Stone_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Stone_01_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Stone\Player--Footstep-Stone_01		161844
	262499635	Jellies--Wood-Roaming_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--Wood-Roaming_01_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Roaming\Wood\Jellies--Wood-Roaming_01		104708
	263204134	Player--Footstep-Stone_04	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Stone_04_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Stone\Player--Footstep-Stone_04		137956
	265329481	Player--UseItem-BlockGrass_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--UseItem-BlockGrass_01_10C4C929.wem		\Actor-Mixer Hierarchy\Player\UseItem\Block\BlockGrass\Player--UseItem-BlockGrass_01		122696
	268109012	Jellies--General-Petting-Happy_03	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General-Petting-Happy_03_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Pet\Jellies--General-Petting-Happy_03		705744
	277896006	pick_up_sound_3	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\pick_up_sound_3_10C4C929.wem		\Actor-Mixer Hierarchy\Player\PickUpItem\IslandBlocks\pick_up_sound_3		288064
	305956122	Env--Drone-HighlighterBeam1-Steady	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Env--Drone-HighlighterBeam1-Steady_D79FB2B7.wem		\Actor-Mixer Hierarchy\Env\Enviroment\Env--DroneSounds_01\Env--Drone-HighlighterBeam1-Steady		832064
	315689274	UI--Pause-OpenMenu_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\UI--Pause-OpenMenu_01_10C4C929.wem		\Actor-Mixer Hierarchy\UI\UI--Pause-OpenMenu_01		37700
	315984144	Player--UseItem-BlockStone_07	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--UseItem-BlockStone_07_10C4C929.wem		\Actor-Mixer Hierarchy\Player\UseItem\Block\BlockStone\Player--UseItem-BlockStone_07		130484
	322646485	Env--General-LvlUpIsland_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\ENV--General-LvlUpIsland_01_10C4C929.wem		\Actor-Mixer Hierarchy\Env\Enviroment\Env--General-LvlUpIsland_01		1287236
	361147073	Env--General-CampfireStrike_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Env--General-CampfireStrike_01_10C4C929.wem		\Actor-Mixer Hierarchy\Env\Enviroment\Env--General-CampfireStrike_01		117744
	371825151	Jellies--Stone-Roaming_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--Stone-Roaming_02_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Roaming\Stone\Jellies--Stone-Roaming_02		121716
	392666278	Env--Drone-RandomBeeps_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Drone--RandomBeeps\Env--Drone-RandomBeeps_02_10C4C929.wem		\Actor-Mixer Hierarchy\Env\Enviroment\Env--DroneSounds_01\Drone--RandomBeeps\Env--Drone-RandomBeeps_02		26688
	406990423	Player--Footstep-Grass_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Grass_01_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Grass\Player--Footstep-Grass_01		176544
	410570610	Player--Footstep-Stone_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Stone_02_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Stone\Player--Footstep-Stone_02		161844
	425362036	Jellies--General-Eating_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General-Eating_01_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Eating\Jellies--General-Eating_01		253504
	427470194	Jellies--General--Eating--chomp_3	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General--Eating--chomp_3_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Eating\Jellies--General--Eating--chomp_3		384064
	464514656	Player--Footstep-Wood_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Wood_02_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Wood\Player--Footstep-Wood_02		176544
	469642736	Env--Drone-RandomBeeps_04	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Drone--RandomBeeps\Env--Drone-RandomBeeps_04_10C4C929.wem		\Actor-Mixer Hierarchy\Env\Enviroment\Env--DroneSounds_01\Drone--RandomBeeps\Env--Drone-RandomBeeps_04		145472
	475843626	Player--Footstep-Wood_04	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Wood_04_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Wood\Player--Footstep-Wood_04		176544
	480533553	Jellies--Wood-Roaming_04	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--Wood-Roaming_04_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Roaming\Wood\Jellies--Wood-Roaming_04		117364
	491288057	Jellies--General-Petting-Happy_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General-Petting-Happy_02_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Pet\Jellies--General-Petting-Happy_02		705744
	498461969	Env--Drone-RandomBeeps_03	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Drone--RandomBeeps\Env--Drone-RandomBeeps_03_10C4C929.wem		\Actor-Mixer Hierarchy\Env\Enviroment\Env--DroneSounds_01\Drone--RandomBeeps\Env--Drone-RandomBeeps_03		55360
	503769497	Player--Footstep-Dirt_04	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Dirt_04_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Dirt\Player--Footstep-Dirt_04		143468
	512316781	Jellies--General-Petting-Happy_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General-Petting-Happy_01_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Pet\Jellies--General-Petting-Happy_01		551396
	531104505	Jellies--Stone-Roaming_03	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--Stone-Roaming_03_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Roaming\Stone\Jellies--Stone-Roaming_03		144428
	542118516	Player--UseItem-BlockWood_03	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--UseItem-BlockWood_03_10C4C929.wem		\Actor-Mixer Hierarchy\Player\UseItem\Block\BlockWood\Player--UseItem-BlockWood_03		157948
	546161741	Jellies--General-Pick_up_sound_V1	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General-Pick_up_sound_V1_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Jellydue Pickup\Jellies--General-Pick_up_sound_V1		288064
	549206128	Player--UseItem-BlockGrass_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--UseItem-BlockGrass_02_10C4C929.wem		\Actor-Mixer Hierarchy\Player\UseItem\Block\BlockGrass\Player--UseItem-BlockGrass_02		132432
	552420211	Player--Footstep-Dirt_03	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Dirt_03_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Dirt\Player--Footstep-Dirt_03		143468
	570713722	Player--Footstep-Wood_01	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Wood_01_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Wood\Player--Footstep-Wood_01		176544
	573674466	Player--UseItem-BlockStone_05	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--UseItem-BlockStone_05_10C4C929.wem		\Actor-Mixer Hierarchy\Player\UseItem\Block\BlockStone\Player--UseItem-BlockStone_05		192772
	598447443	Player--Footstep-Grass_02	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Grass_02_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Grass\Player--Footstep-Grass_02		176544
	614237393	Jellies--General--Eating--SFX_2	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Jellies--General--Eating--SFX_2_10C4C929.wem		\Actor-Mixer Hierarchy\Jellies\Eating\Jellies--General--Eating--SFX_2		768064
	655326849	Player--Footstep-Sand_03	C:\Users\jasmi\Documents\GitHub\skyjellies\skyjellies\skyjellies_WwiseProject\.cache\Windows\SFX\Player--Footstep-Sand_03_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Footsteps\Sand\Player--Footstep-Sand_03		161844
